Ctrl_1	Ctrl_2	Ctrl_3	Ctrl_4	Ctrl_5	Ctrl_6	UPF3B.KO_1	UPF3B.KO_2	UPF3B.KO_3	UPF3B.KO_4	UPF3B.KO_5	UPF3B.KO_6
ATP5MC1P2	0.808811974984108	1.07524406974803	1.00717700276491	1.10739821246404	1.00348163984707	0.847931200102139	1.06569924633032	0.962081600195811	1.0569033731505	0.969953124691407	1.0368080530165	1.12302463401468
CDC27P3	0.0454291879385546	0	0.107942678549206	0.145797080511691	0.109029563176092	0.111020361521089	0.142887540463253	0	0.0644045720834497	0.0985939847267631	0.0808302065233382	0.121418064573705
FRG1EP	0.310254086968354	0.533778190283292	0.21642983747554	0.456486630479619	0.376634478007768	0.341005794098873	0.432447925023861	0.351566143769702	0.314388189159116	0.35942872331247	0.397195809812387	0.402663704427124
BTF3P16	0.670675037221088	0.8264585111254	0.564710170837207	0.519001122326525	0.624491615771938	0.742665374374306	0.576103541101831	0.552852986386723	0.504354441774578	0.724460530218204	0.2736901342723	0.426422905927511
PRNCR1	2.44959429355389	2.53065664651909	2.53540045062099	2.67650324189842	2.75914221300502	2.70179352620934	2.53336094475032	2.71087850666112	2.85887631623905	2.52471329794803	2.72495115677165	2.65309787184721
PTMAP12	0.356046573906589	0.379832168710684	0.3248031818392	0.348742505289075	0.190683826199376	0.325740279096833	0.236926107474407	0.524747536195054	0.213859267119971	0.572644561834475	0.389283026798213	0.378506660522829
C1orf232	0.0894714141158054	0.0687969492392186	0.159029106264123	0.125849515864978	0.0878728823070587	0.163482892608184	0	0.0202725120982192	0.105797156893805	0.350563961674565	0.138613111684969	0.140696864644042
FRG1DP	0.928822421984235	0.947099274753278	1.01181650343526	0.777374491722345	1.1017421498258	1.06572484254288	0.850523984125451	0.903260505256633	0.834884962936923	1.01553151705402	0.79471749481546	0.863542034760489
BISPR	0.0676183582322059	0.0910190467511281	0.240347824418816	0.340111393509771	0.150434305404344	0.0379640102938518	0.236926107474407	0.172947301259281	0.136080404375542	0.170875250589013	0.0206360664253524	0.16914046182943
MSL3-DT	0.0114921111041036	0.155702563464018	0.0728515549686731	0.213518494421137	0.033582649696027	0.0840558966801156	0.113437665114142	0.136266446285322	0.105797156893805	0.109144255467605	0.129141917655516	0.041618477681318
FRG1CP	1.02267463754125	1.06965970737193	0.875914495321723	0.876206266031118	0.904101077181688	0.920858673644994	0.659976513657833	0.524747536195054	0.349274384175245	0.771711913819449	0.481487084724141	0.637924829019993
FAM157D	0.132208864000291	0.379832168710684	0.167370365360863	0.357322287248427	0.50986168170886	0.492237758216669	0.383941135560694	0.647122009367531	0.803781186181363	0.58781137253953	0.582101600011153	0.664807868032735
LINC01002	1.97052251373672	1.98957623849919	2.36999147741723	1.9612581717711	2.32974931131634	2.12200660970362	3.34298861670965	3.29202523540724	3.39384202514349	3.33073450499693	3.29314166623614	3.49292781399443
WASH5P	3.12393456148857	2.78525026541847	3.02750514550229	2.96174910179627	2.76081415788864	2.95716674184129	3.1192685587352	3.15205307137441	3.25010335451045	3.20112522850485	3.09089676726112	3.19625009287944
PEG13	1.53377056462604	1.32066495365154	1.23059180183526	1.2524414032648	1.31704242773131	1.52930789829051	0.897355623218728	0.660099911343882	0.871345394014472	0.836637362209099	0.847650170278461	0.723523442700785
HSP90AB4P	0.291522210447192	0.441666682707631	0.256075657735706	0.213518494421137	0.579726559532523	0.400502090071355	0.39213970621398	0.27770556372363	0.400071193479979	0.731306219081846	0.405065430030077	0.277618177572388
LINC01144	0.337903623193049	0.305758359563797	0.294661070905045	0.232297610714172	0.26796309915133	0.302534800747537	0.568888953037485	0.459433906860214	0.155921755070198	0.341644392818295	0.412892355788201	0.268883475331802
HERC2P7	0.100275051418478	0.0799507839549666	0.0459614772699172	0.194491708785963	0.109029563176092	0.111020361521089	0.162192026330744	0.172947301259281	0.0325616485888234	0.0224994233245543	0.265067998929515	0.0209593084654651
ASMER1	0.451948653808361	0.286630008600843	0.390404984108361	0.241596291528939	0.6961451997917	0.415000539767362	0.416459525042106	0.15472344803473	0.441076997535016	0.572644561834475	0.185058276995048	0.53968170960851
METTL14-DT	0.153112018196386	0.388829593471372	0.0277522159414567	0.222938607597401	0.140193989054443	0.325740279096833	0.255020016972115	0.208718614541755	0.0644045720834497	0.0664722019755409	0.212224203923626	0.197034101721165
LINC01012	0.727526582379613	0.953177734426566	1.11460348611292	1.20093636618205	1.09114902201614	1.08851560042282	1.09612953551247	1.19392520521069	1.07264629361079	1.2143007871769	0.931771616924649	1.36353403634293
EBLN3P	5.34581414161012	5.28204307101853	5.41047519779018	5.31081992213162	5.39292092140648	5.41872018974354	5.32103918481143	5.24569540272619	5.28816818948244	5.32657696495472	5.18974206872356	5.35013125046851
LINC03077	3.24813705653979	3.31532153005579	3.22122952941059	3.39577311529244	3.47393313306974	3.4031338531476	3.55226057213463	3.49759591297699	3.56127870101236	3.5205249633752	3.53825001245782	3.55800896926801
