"gene_name","logFC","logCPM","F","PValue","FDR"
"ULK4P1",1.06352462998149,1.22518053146497,77.4419475531533,1.92837068931426e-09,1.74042934286628e-08
"WFDC2",-1.18843299921511,0.696451619207657,76.8693532925967,2.08131347945219e-09,1.86270279091113e-08
"PCDH8",-1.59450567864876,0.647492419277375,76.7824755401451,2.10719239444925e-09,1.88310244036809e-08
"ITPRID1",-6.38897884148541,-1.9308062067545,81.5486512852079,2.13590386056878e-09,1.9071137865739e-08
"TAS2R20",1.17483970433749,0.477052621144081,75.4261527494412,2.52359943276742e-09,2.23663611776714e-08
"ACVRL1",-1.05789355042274,1.16602295493056,75.3652337943378,2.54080259411437e-09,2.24980569184564e-08
"BARX1",-2.44878371265555,-1.15980333080072,75.4032456803591,2.57488525791975e-09,2.27788351595785e-08
"ACTC1",-1.33113128869824,0.216170766633772,74.7584319049486,2.76468007399937e-09,2.42788487559771e-08
"DHRS3",1.27401227253813,0.726113371517165,74.7089225372314,2.77781340744787e-09,2.43718848184537e-08
"TMOD1",-1.96564733772533,-0.49254709362847,74.3324642499057,3.00882545383362e-09,2.62070881294211e-08
"CYP26C1",-4.34418413426824,-1.66955491175963,61.5501064860888,3.03505856532014e-09,2.63876898906026e-08
"HEYL",-1.84683356748323,-0.679913881456977,73.1001373606902,3.57796489915507e-09,3.07046008802324e-08
"ACOT12",-3.60805895121399,-2.10874637293213,61.8863381174277,3.61500896103954e-09,3.10086358467721e-08
"LINC01614",-2.73210108835495,-1.21050331850723,71.9297186976796,3.80392909906235e-09,3.24984543456609e-08
"ARAP2",-1.05507277743653,1.004918482487,72.253946588202,3.88288767778711e-09,3.30993759993246e-08
"RGS8",-1.62399881057332,-0.175170265145058,72.2079163070742,3.94114636576715e-09,3.35810860113768e-08
"GAS6-DT",-3.85204865774837,-2.31041418252813,59.4686478521431,4.00401526993189e-09,3.40865104819878e-08
"DLX3",-2.94927334753086,-2.03387846407716,66.1181403585358,4.03732056059798e-09,3.43548062064714e-08
"SPX",-1.32592306684839,0.643251622583196,71.8694784787622,4.09921893339207e-09,3.47889946349812e-08
"MNX1",-2.68639253640951,-0.998287558099358,71.8178385447472,4.16083019786835e-09,3.52495398536976e-08
"PALMD",-2.14290389617726,-0.29651505641747,71.8266549957415,4.22613765812275e-09,3.57719112142656e-08
"PTPRH",1.24914527411175,0.56700116993549,71.6509383683832,4.22621735864741e-09,3.57719112142656e-08
"SHOX2",-2.63225271057109,-1.11488110969629,71.4962580469662,4.28167060262228e-09,3.6177478238794e-08
"PCDHGA11",-1.07234665118624,0.946545339260787,70.9802542490921,4.63720579636635e-09,3.89075348220476e-08
"GRIK3",2.12554962386698,-0.40458589778061,71.1710645659564,4.65654755173907e-09,3.90356957863471e-08
"GUSBP15",1.03805080306873,1.07482959260164,70.931288949511,4.66835345173281e-09,3.91175823714163e-08
"NKAPP1",1.12935169678282,0.940507022477498,70.5460995374561,4.92921151560476e-09,4.11775776610377e-08
"CRH",-1.23993178122501,0.733147220548785,70.1956310136728,5.18134608941968e-09,4.30590047093461e-08
"MASP1",-2.05215123068962,-0.424314774743174,70.3023068833533,5.24468826182184e-09,4.35100607442497e-08
"GJA4",-6.66620057689379,-2.41378661617187,79.1430014613371,5.69057540784394e-09,4.70465013369423e-08
"LRRFIP1P1",1.49073064534928,0.157210076104376,69.200626023056,5.98605799946242e-09,4.92349423374808e-08
"PVALB",-3.28575933299914,-2.07428840889162,61.064096593211,6.25175067513829e-09,5.12274960296668e-08
"CYGB",-1.75973145648385,-0.531842323147723,69.0021880560089,6.2733993985583e-09,5.13781775828173e-08
"HAVCR2",-2.58285299428838,-1.11724819805406,68.6999961563398,6.42621189773598e-09,5.2517662750463e-08
"RBM20",1.42903693619255,0.655031167889575,68.2091230089277,6.88533741027562e-09,5.59127843760833e-08
"BMPR1B-DT",-2.38499339795842,-0.696724870522686,68.4650420416632,6.98359327450397e-09,5.65671055234821e-08
"ANGPT1",-2.15808440553181,-0.720595033735097,68.010863766887,7.41887573481282e-09,5.98404023030259e-08
"NOVA1-DT",2.95338862163378,-1.24786292271408,66.1694867348462,7.83318615504448e-09,6.29178554888656e-08
"SLC9A4",1.75619217424181,-0.472099154559045,67.0357831117851,8.31750515345695e-09,6.63361638682647e-08
"SIX6",-2.25944135912469,-1.26162341779941,67.0212426882537,8.38677698289749e-09,6.68053766558851e-08
"SST",-3.24792757466457,-1.91484198490585,60.2985548248029,9.00710947897338e-09,7.14206859429376e-08
"NKAIN4",-1.29699333084737,0.134891383764688,66.0138137406181,9.50427596062163e-09,7.50837800889109e-08
"BHLHE41",-2.27439723469227,-0.855305318343857,65.9418517593615,1.00858529707615e-08,7.90600732869371e-08
"NCAN",-1.31280935455519,0.267767008258886,65.4747958241113,1.02882858801378e-08,8.03189199028085e-08
"ARHGAP22",1.02170609640044,0.967562628658631,65.3597451130498,1.04453078273684e-08,8.14784942551771e-08
"BMP10",-1.41810904895072,0.199096861805201,65.1825638120388,1.07534677490682e-08,8.37801624914216e-08
"C5orf63",-6.32306022921352,-2.31331956953675,69.1967605871442,1.42724193896839e-08,1.08725251993556e-07
"LAMB3",-2.44671747734291,-1.47566074402505,62.7394498069201,1.45037951162229e-08,1.10356462483603e-07
"ADAMTS16",1.82026478274564,-0.56736027206071,63.2253870036277,1.47634063979332e-08,1.12109617334305e-07
"DNM3OS",-1.95236279208194,-0.838913678667314,62.9216909558402,1.57402930698979e-08,1.1901000632644e-07
"GABRG3",-1.04942899711422,1.53690509738038,61.9614687802319,1.74891662982189e-08,1.30994742655836e-07
"MMP25",-1.56854461458942,-0.278456700277368,61.5678704664232,1.87553295396178e-08,1.39878034643374e-07
"LHX9",-3.57773066801791,-1.94317475775129,53.6601414105634,2.09286875773385e-08,1.54526159777756e-07
"HMSD",1.82629704231338,-0.375954090939106,60.8830555351951,2.10318433792536e-08,1.55228103556913e-07
"FGL2",-1.63489331240608,-0.154281961878226,60.3970856490706,2.24897031553336e-08,1.64847205602497e-07
"PLEKHA6",-1.00829997684374,0.918637467305815,60.1933202350044,2.30644382887527e-08,1.68930950716973e-07
"SPOCK2",-1.11176142054751,0.708117445820133,59.8320359242728,2.44300741878947e-08,1.78185461316495e-07
"LINC02428",4.253187533905,-2.44343707141778,51.1288722817684,2.53387800559374e-08,1.84532837911165e-07
"SLCO4A1",-1.29992319679931,-0.285053475520431,59.5324655166998,2.57572376472936e-08,1.87225176491895e-07
"ADAMTS14",-4.0851805128764,-2.40298777266318,50.3057978507501,2.58910423018093e-08,1.88126547716818e-07
"MYL4",-1.52400524071878,-0.421981220919414,59.4060909035156,2.64100307150514e-08,1.91607467738792e-07
"SNX10-AS1",-1.08554715394748,0.949619811298007,59.1354518188905,2.72863342717465e-08,1.97591761227732e-07
"TRPC3",1.2540441862558,0.476402462473065,58.8643399519548,2.85257599749486e-08,2.05636130018434e-07
"ASB2",-2.14498117302269,-1.21244158826534,59.0910812041527,2.85487566180457e-08,2.05724654953687e-07
"ERVK-28",2.78287264483019,-1.16627967268528,58.220801464589,2.97643136646029e-08,2.14082251562151e-07
"CARMN",-2.56939891092406,-1.69571091103291,57.2100957428788,3.03726101204676e-08,2.17967475320604e-07
"KCNMB2-AS1",1.21538411709116,0.927664710664739,58.4551016608565,3.04378454011591e-08,2.18354005293741e-07
"RRN3P3",1.19085216560356,0.352963334266262,57.8118255680796,3.38146704367831e-08,2.39712048882912e-07
"RPL21P111",1.46489736944655,-0.678273872592555,57.6458343893324,3.52892741219388e-08,2.49428643342731e-07
"FRY",-1.00736579953427,1.42144216609986,57.4111028913161,3.60381278165459e-08,2.54160154185978e-07
"PLA2G4A",-1.28334815447814,0.450227438315879,57.3018345590885,3.67382561209511e-08,2.58622773287091e-07
"IGF2",-1.01940689837878,1.0087304576785,57.239037520261,3.70748889051955e-08,2.60801261382572e-07
"AGBL1",1.16552500133071,0.881552354848516,57.1180579999957,3.78245708733918e-08,2.65685432512441e-07
"CCKBR",1.03232691495006,0.504717367446148,56.8110030416014,3.97981290015364e-08,2.78224574815184e-07
"KIAA0408",-1.85582299163747,-1.05691201667646,57.020122475624,4.01473384961558e-08,2.80461592835045e-07
"CACNA1E",1.75432475982106,0.183011627726809,56.7357734035459,4.04295927223961e-08,2.8192041100321e-07
"ZNF562",-1.30331721750537,0.0971875434071648,56.5129857131673,4.18762229027497e-08,2.9126733734206e-07
"RFLNA",-1.21571186623229,0.198240451249166,56.2900551169301,4.34161807171107e-08,3.00779653997248e-07
"KLHDC7A",-1.4773809153895,0.358552716139284,56.2113014673311,4.39879170214846e-08,3.04630607165021e-07
"SCG2",1.39893062396919,0.500526732682059,55.7560415373795,4.7413331596517e-08,3.26468338112746e-07
"AVPR1A",-1.82254777463811,-0.400267806865266,55.8161179049548,4.75976216152538e-08,3.27550595706559e-07
"FGF3",2.2690698360577,-1.26797185110918,55.8001846740445,4.77698215555286e-08,3.28451742264141e-07
"CALCR",-2.76601512626685,-1.80175860718456,53.5474641638259,4.82819149318537e-08,3.31260872389848e-07
"PRKG2",1.98670070706262,-0.930812352415057,55.6941866225951,4.9854102049728e-08,3.41250705325694e-07
"SP5",-3.70447980797755,-2.65355401807956,46.990872254995,5.1794454728762e-08,3.53716879198877e-07
"GOLGA2P5",1.66865459891905,-0.475331631257831,54.9780981804383,5.47148865123171e-08,3.71941103532915e-07
"PAQR9",-1.3675638300919,-0.304701847895005,54.5368215517005,5.84553301004291e-08,3.95268394483247e-07
"FOXC2",-1.26604101846547,0.46950369058283,54.3701934335797,5.98293818887664e-08,4.0401229351024e-07
"LINC00159",2.62426500652166,-1.8472138851427,52.4217992615032,6.14237222396924e-08,4.13447123364437e-07
"WHAMMP2",1.12471156154673,0.799695969573586,54.0778120877738,6.28278478824773e-08,4.22306090966357e-07
"CES1P2",-2.03263268567405,-1.49233152064123,54.0784321085807,6.37625228338246e-08,4.28083370365148e-07
"MCTP2",-3.95662144521149,-2.902797129601,47.6871391476114,6.55658461421847e-08,4.38560121390773e-07
"LAMP3",-2.60636867711863,-1.40928357608693,53.3170706981366,6.60229508912496e-08,4.41463806429578e-07
"OLIG2",1.81360918960762,-0.630410363485996,53.7597852118589,6.7871431191624e-08,4.52562648345122e-07
"GFAP",1.73116534560202,-0.880436386585845,53.5234427152862,7.12335102560431e-08,4.72845676481763e-07
"LINC02798",-1.85393886469735,-0.926284602060231,53.5315908788428,7.15092891076988e-08,4.7434824568089e-07
"LHX5",-2.28332643218772,-1.70507628493619,52.7053608140981,7.26974214261575e-08,4.81140825567408e-07
"LINC01929",-7.87935364511725,-3.01934221768549,62.3509697214572,7.27087323525056e-08,4.81140825567408e-07
"SVEP1",-1.31013728407846,0.248982027934437,53.0816296519347,7.46144013244563e-08,4.91886216423622e-07
"CRYAA",-2.13672271995685,-1.18391053161478,53.2400206441044,7.51850381832124e-08,4.95307885381993e-07
"GJB2",1.54661484978088,-0.528700979259715,52.9828917028173,7.67448769042179e-08,5.04545000661052e-07
"PCP4",1.20105275195611,0.0314333818185939,51.9673368439496,9.05830658596846e-08,5.87871235736432e-07
"MIR9-2HG",-6.46779640260565,-2.58946957680194,57.6703281895153,9.30222414639533e-08,6.0227587500287e-07
"SCN1A",-1.31688577551824,0.368646930488792,51.7985854036066,9.31967533073921e-08,6.032023173439e-07
"ONECUT1",1.0647899523472,0.865376571128462,51.5865860453215,9.66145482981397e-08,6.22594657159915e-07
"LINC02732",1.47180138569794,0.547458511098639,51.5169893186158,9.7895504455851e-08,6.30214620737415e-07
"GSE1-AS1",1.77284041485916,-0.998587265248852,51.6656176340657,9.87392163411459e-08,6.35220085824725e-07
"KRT19",-1.53347964810021,-0.56403682334837,51.4005671190094,1.01087168158598e-07,6.49348961742269e-07
"SOCS2-AS1",1.17339999336975,0.459901203166088,50.9843078467956,1.07513108384456e-07,6.87747131508298e-07
"HMX1",3.82382263500295,-2.08384157770229,44.2041037618443,1.09428122883664e-07,6.99298160784851e-07
"GAS8",-2.22107465394452,-1.84070132200265,50.2109001597735,1.09642250264218e-07,7.00200358723285e-07
"PLGLB1",1.20550607414172,0.520545990184181,50.831412435113,1.10452169303925e-07,7.04669423106495e-07
"LINC01876",1.2452373086908,0.405982237347816,50.7989005182524,1.11126274743758e-07,7.08263976180587e-07
"NSG2",3.31380935067947,-1.9341595812865,46.4415267532061,1.12580171520077e-07,7.17054264323462e-07
"COL23A1",-2.31207860590191,-1.71869837030237,50.001787328911,1.16115292077567e-07,7.3810108013677e-07
"CD74",-1.10948483043866,0.553966605938981,50.2370807388992,1.22753507608724e-07,7.77979229304942e-07
"COL21A1",-2.82495732269772,-1.54840634177397,48.990281891999,1.24955471669961e-07,7.90629594478657e-07
"GGT5",-2.5981189486037,-2.11634138665025,47.6514889724977,1.2724994339859e-07,8.04352045908044e-07
"NKX2-1-AS1",1.72794924817748,-0.802691554458924,49.8333552557469,1.35332111239145e-07,8.49843159783401e-07
"HMCN1",-1.00405026792773,1.1142442125655,49.5315456879461,1.39239200777877e-07,8.72665666775351e-07
"OLFM3",-1.25717509427616,-0.189964413013255,49.51821835662,1.40109952078327e-07,8.77263780185139e-07
"CD34",-2.04025871175066,-1.31535222080489,49.5527886750639,1.43077763205189e-07,8.93514580432663e-07
"ABCG2",-1.38598669768921,-0.263359283550021,49.2018307298017,1.48551881422503e-07,9.25839161791214e-07
"SCRG1",-1.81200818457116,-0.629787786472434,49.2703756948787,1.49099469706263e-07,9.2779984439259e-07
"PEG13",-1.0773669800399,0.240360804851022,49.1453842291577,1.49508050216395e-07,9.3004084251592e-07
"MAP3K7CL",-2.30792610257485,-1.36804131922063,49.0405691015272,1.51922889329941e-07,9.43534036385274e-07
"H3C11",-7.72437870685156,-3.15573614517083,56.9351524329456,1.5329625953989e-07,9.5083305149831e-07
"CD93",-1.72576136423567,-0.928701895394411,48.3085783051233,1.79193123466135e-07,1.09868105754691e-06
"TBILA",1.30551140043322,-0.501365402596521,47.6595706914953,1.97544778382557e-07,1.20389432082856e-06
"ADRB1",-1.19785470881456,0.0615757262390577,47.5554656173535,2.00249230025884e-07,1.21921486482934e-06
"ZDHHC22",-2.44430541295411,-1.99079253254904,46.1367267076696,2.01180716559319e-07,1.22410973559088e-06
"PSD4",-1.13444379643823,0.199125522046872,46.8506658072638,2.28182978223492e-07,1.37879402988869e-06
"AQP4",-1.08401941404204,0.990165071324649,46.7035498637377,2.342521066833e-07,1.41146820213412e-06
"AIFM3",2.42399763888171,-1.74287758042465,45.9669895969158,2.34856258251418e-07,1.4142206993891e-06
"MLXP1",1.26932138335242,0.0148358492124763,46.6331910415906,2.37933657272228e-07,1.43050811733635e-06
"LMX1B",-2.6497178268895,-2.28061159638675,43.7172485013618,2.4056479030695e-07,1.44346406433182e-06
"ATF4P3",1.07758052144559,0.221701593134754,46.5433945869573,2.41687071655197e-07,1.44767884544631e-06
"TMCC3",-1.11471045849462,0.0544281691736264,46.450678892845,2.46082736081111e-07,1.47212536134281e-06
"CARD6",-1.54094239126321,-0.82176773952811,46.5387288293225,2.46404402230657e-07,1.47359043913455e-06
"RASSF9",-2.70264455895202,-1.69443842512524,45.227346299167,2.51228498128858e-07,1.49917111550503e-06
"WNT8B",-4.44394525600593,-2.86727300604826,43.7231589333662,2.53588027067913e-07,1.51137204458949e-06
"PZP",-2.48868888361819,-2.44054625694507,43.2896945648998,2.57688620367483e-07,1.53485834477026e-06
"ZNF137P",1.25155874994342,0.0463487722485204,46.1321018613804,2.61419987383396e-07,1.55467146771966e-06
"UGT3A1",-3.40941426176338,-2.28253343796693,40.9061632135629,2.62186818609225e-07,1.55874894916113e-06
"SAPCD1",1.08852538754011,-0.234846969607383,46.0022348841226,2.68193393401068e-07,1.59084133355085e-06
"LINC02931",4.48599318795449,-2.83555046350957,43.3802517518785,2.73225863315184e-07,1.61587088664867e-06
"KCNIP4",1.15079667364739,-0.416089528318834,45.8590146663815,2.76071206277959e-07,1.6311908116091e-06
"SLC38A5",1.18508352307598,0.243445397160577,45.1673831791043,3.13819824748431e-07,1.83670706576086e-06
"CELF2-DT",-1.23247494566696,0.415390146311224,45.1162120426419,3.16794395842859e-07,1.8518581050534e-06
"PCDHA13",-1.95980913681106,-1.21585485520874,45.2104254257836,3.21926313007261e-07,1.88013977207192e-06
"THBS2",-1.3275181032353,-0.4495710474413,44.8522684042261,3.35079118146182e-07,1.95042869346642e-06
"ALOX5AP",-1.61787668797844,-0.901832238264484,44.9230993627602,3.36370983451735e-07,1.95735488612396e-06
"RAB20",-1.53942725397462,-0.792879784676956,44.8525633083325,3.38946573956539e-07,1.9717446606799e-06
"BMP3",-2.35983487388201,-1.36469952599066,44.689236139333,3.4059308692543e-07,1.98012280124394e-06
"CHMP1B2P",1.19669136561689,0.347222024370491,44.7153830069955,3.42214414364907e-07,1.98894644643146e-06
"EYA2",1.64331334828904,-0.726317792239438,44.523061863865,3.61311171804342e-07,2.08918390515902e-06
"CEMIP",-1.51806258271446,-0.514082143469733,44.2749056061601,3.75812474303303e-07,2.16390883899235e-06
"CCBE1",-1.2799293129203,-0.466679531845418,43.6939571219823,4.19421279332406e-07,2.39133659024182e-06
"SAA1",-2.79305117795862,-2.10431008679522,41.0124166612007,4.46564233143127e-07,2.52732711782093e-06
"DGKI",-1.21927557008257,0.405116974287223,43.2174914972613,4.5819339935359e-07,2.58595625454949e-06
"TBXA2R",-2.73682475354397,-1.66508023995441,42.2281207458905,4.58479821038975e-07,2.5863758814238e-06
"TBC1D3",1.58314950898075,-0.601531694588713,43.2733420404502,4.58629544132195e-07,2.58646044615327e-06
"MAGEB17",1.72585719513881,-1.0226921651267,43.232193354871,4.70083323491995e-07,2.64794294632507e-06
"CD4",-1.22802523050135,-0.331150146017115,42.9772067505115,4.82028738895515e-07,2.70887169220644e-06
"DYSF",-1.1671710557763,0.134386370638646,42.7997583412986,4.97920922684326e-07,2.78676033608484e-06
"TRIM67",-1.22917190900708,-0.299083636419067,42.6535263743753,5.13812693186677e-07,2.87068168542044e-06
"CLDN15",1.35744465709321,-0.572948696687133,42.573011492199,5.2459027778988e-07,2.92919126315658e-06
"TAC1",-1.55445027484965,-0.767537812287614,42.4653548987395,5.40079445872851e-07,3.00606121264747e-06
"LEFTY1",-4.0169406286378,-2.74285915131142,37.5819875354274,5.71889965586041e-07,3.16476554319839e-06
"CRX",2.17066241581769,-1.21343499193347,42.0774766131161,5.87797087535671e-07,3.24859260917721e-06
"TMEM72",1.09304673555644,-0.0438075995404786,41.9685135690893,5.88051539492092e-07,3.24859260917721e-06
"FGD5",1.06685754389087,0.787617696348004,41.5148318745338,6.4318344929508e-07,3.5287775581931e-06
"PRRX2",-1.41284109471957,-0.834194950065894,41.3726967945137,6.71912501790245e-07,3.67379786296421e-06
"STYXL2",-1.9213260774544,-1.7821144307644,41.0763303784348,6.90303483980124e-07,3.76898634299387e-06
"MGP",-5.81218016448362,-3.17152588973867,44.80061172829,7.4278867090742e-07,4.03147133599371e-06
"NTMT2",1.16875277114013,0.228458249657555,40.7832317305732,7.47017187170926e-07,4.05213024643127e-06
"OR2L13",2.16447374625699,-1.72036270837765,40.0782388080551,8.20746811788752e-07,4.41836134209441e-06
"WNT10A",-4.00197437637247,-2.56809773871677,35.4974930166408,8.44416639117267e-07,4.53687831545877e-06
"LINC02527",1.31795633888366,0.0771138505769858,40.1478200373329,8.51796097457066e-07,4.57396634486246e-06
"JPH2",-1.18835877506252,-0.0341286878458313,40.0764285435057,8.64497696612973e-07,4.63698303489222e-06
"BALR6",2.34977320853175,-2.13881417070648,38.3938533831768,9.5505906867491e-07,5.08720003922093e-06
"CDH12",-1.86696182213376,-0.894813495902507,39.6455067220936,9.68416350998882e-07,5.15262990302814e-06
"LINC02073",1.46670289165266,-0.149233914613517,39.4576945711216,9.84603296844104e-07,5.22861120041944e-06
"MAP7",-1.27331005479495,0.0192819173614518,39.4260250661515,9.89474769562433e-07,5.25012359073798e-06
"CSMD1",-1.6572385291202,-1.03665266865297,39.1842365408417,1.06583870594891e-06,5.62267261283353e-06
"SNAI1",-1.61050200116182,-0.583746950096699,38.5442278308126,1.20159550436962e-06,6.27529342893098e-06
"ADRA1A",2.85670584373099,-2.31771990226534,35.8033825628894,1.20470488594763e-06,6.28785201074952e-06
"GRIN2B",-1.85651152651634,-1.50334242908149,38.5639758629374,1.20949255233937e-06,6.30769587809259e-06
"RASL11B",-1.67909163859964,-1.34060627328162,38.4500825490383,1.25072290988852e-06,6.50504678979406e-06
"FBXO2",1.34046250932575,-0.585304355025585,38.3118033035802,1.25820173191923e-06,6.5404003919993e-06
"HES3",-1.732034430248,-1.26826625202555,38.2373826391879,1.30787935929337e-06,6.77661540090546e-06
"LINC02128",-2.51264084216411,-1.87070746917037,37.2162858706045,1.32297078738917e-06,6.8418831372602e-06
"CDC42BPG",1.55272946011345,-1.18361294346598,37.8491522352743,1.41538982847482e-06,7.28451435314508e-06
"ABLIM2",1.16467088026949,-0.452699813003513,37.670284735922,1.43821898262077e-06,7.39605941852959e-06
"LRRTM2",1.28652425478956,-0.79884484627677,37.6471548959054,1.45488926630693e-06,7.47778025309081e-06
"BBOX1",-1.91248090378314,-1.05868342160516,37.7062054824477,1.46277736343815e-06,7.51429945034042e-06
"TRPV1",1.05812055489481,-0.0953603301246219,37.1692686279297,1.59793832090593e-06,8.1519059118871e-06
"DPEP1",-3.18144592701801,-2.68610176126874,32.7748932057372,1.75105671725647e-06,8.87642878298718e-06
"CRYBB2",1.17389825800316,-0.707425814637472,36.6978110699968,1.78036413693906e-06,9.02261096536935e-06
"FOXN4",1.20046387902462,-0.252547602520854,36.5322773210352,1.83732995907494e-06,9.28678863200677e-06
"LRG1",-1.34070523020413,-1.0641699825801,36.4348896827872,1.90621080177584e-06,9.60208049375249e-06
"ZNF469",-3.920972072411,-3.30372319878022,34.4204209401748,2.0169187187917e-06,1.01146260827179e-05
"GBP2",1.34195760294005,-0.459943881591176,36.1138802781532,2.01898525857696e-06,1.01223452621838e-05
"STARD8",-1.03146520119015,0.258766145283095,35.9425792201077,2.08682488954553e-06,1.04135111527438e-05
"TFAP2A",1.04091185121019,0.191257978967856,35.9056380754504,2.10423953504405e-06,1.04867825426378e-05
"LINC00463",2.43892169915714,-2.58140649131124,33.3639272817219,2.30386017837596e-06,1.13899572094472e-05
"KCNMB3",1.57507623906914,-1.17617175754604,35.1220273016732,2.56480023902347e-06,1.26085711110201e-05
"KANK4",-1.06480454056867,-0.00102330392501376,34.3313958760992,2.99382647969191e-06,1.45095902374768e-05
"TIE1",-1.59249681020363,-1.19138087817869,34.3842480171923,3.02905811543272e-06,1.46692302325838e-05
"CYP2S1",-1.87548211000854,-1.49818040455684,34.0315155984541,3.25879660958121e-06,1.56947320200873e-05
"LINC00460",1.83720802305391,-1.39891049172723,33.834760359863,3.42354029554603e-06,1.64140117516477e-05
"CEND1",1.17471095428756,-0.792004226143164,33.6743081605887,3.50179122046873e-06,1.67557044016297e-05
"KCNG2",-2.41628139274352,-2.2093542407536,32.4466722146166,3.57691305740679e-06,1.70726006869811e-05
"PAPLN",-1.0509096435415,-0.410280229265759,33.4942226668115,3.63042562656166e-06,1.73151008082247e-05
"TMEM271",1.23008048633336,-0.780852623270898,33.5022185038714,3.64408775357248e-06,1.73744384450649e-05
"APELA",-3.02788524707494,-2.28750432743107,30.9561121654467,3.79140491379284e-06,1.80023745065746e-05
"MEI4",2.72809853662366,-2.22137834831257,31.6357037756215,3.80664174860399e-06,1.80613202293502e-05
"LINC02610",1.14474761474099,-0.357173917481406,33.2857886817061,3.80914451607445e-06,1.80687292500818e-05
"GOLGA6L17P",1.68342511254988,-1.04154936810979,33.2913521347289,3.87637443919733e-06,1.83649457327915e-05
"HEY2-AS1",-1.7845146501711,-1.43409019935595,33.1231452900181,4.03684312649695e-06,1.9049017391786e-05
"HCRTR2",-2.89876448434709,-2.52073936994951,30.4090259306752,4.08282714567922e-06,1.92291542481854e-05
"EXOC3L2",-1.20674922085791,-0.526488647199204,32.936299088296,4.13619666999538e-06,1.94518783620532e-05
"LINC01088",-1.16835104187365,-0.662639902028579,32.9008483323363,4.17595620222889e-06,1.96244779520517e-05
"CFAP95",1.43287438481481,-1.24785157244913,32.8837862009306,4.26330769886624e-06,1.99908934770726e-05
"KLF2",-2.06780046995525,-2.09433243733326,32.1918667729473,4.40892486632441e-06,2.06082616651643e-05
"LINC01645",-2.38286790107228,-2.08741268139801,31.7491624505464,4.51287647962384e-06,2.1040266271536e-05
"TSPEAR-AS1",1.11999613472436,-0.237068187733417,32.5519633048844,4.51340399573815e-06,2.1040266271536e-05
"KIF26B",-1.1155386640253,-0.193194860440242,32.3810384856605,4.69627619034312e-06,2.18080343555919e-05
"PTGS2",-2.05009790749653,-1.92511655301535,32.0802821213026,4.7481227309265e-06,2.20115218704651e-05
"TBC1D3L",1.11429719505829,0.151610570557587,32.2117321516329,4.88190850077238e-06,2.25935384496932e-05
"GTF2IP14",2.95373884800477,-3.05482580643846,28.8563514163671,4.92633416873433e-06,2.27771765503837e-05
"DIRC3",1.01869820499035,-0.0868615468114583,31.9429943166739,5.2034907900848e-06,2.39432916340503e-05
"LAMP5",1.59150193960625,-1.04245487427431,31.977011519424,5.25566284478403e-06,2.41544073812111e-05
"CRYBB1",-1.64196202329333,-1.22370399340808,31.9920377244384,5.26133024074007e-06,2.41688817017198e-05
"LIPH",-1.25143843483609,-0.484197483296746,31.7511428070374,5.46038345134477e-06,2.4999518510724e-05
"TBC1D3F",1.75881191472482,-1.2083662188309,31.7211186828608,5.60784369665896e-06,2.56196514623422e-05
"SPR",1.04801284240814,0.429752815405776,31.5814673256653,5.66344423275296e-06,2.58552054544967e-05
"MYH14",1.57921675902936,-1.41556987348766,31.3574254648864,6.11637941345614e-06,2.77776521410262e-05
"FAR2P2",1.18235925350614,-0.502315462819097,31.1410240366426,6.31404622910376e-06,2.86009309721814e-05
"WNT4",1.11132798033911,-0.38696281243569,30.9674470485619,6.57510257110394e-06,2.9692365104089e-05
"RPL21P54",2.31046817597786,-2.58109792194083,29.4612222192024,6.59442082435883e-06,2.97586028597124e-05
"TBC1D3C",1.35096532856066,-0.617341488320397,30.7194001058405,7.00489876619245e-06,3.14556822490284e-05
"MFNG",-1.79625221077147,-1.94747920750442,30.505567577205,7.16657946968689e-06,3.21216031005322e-05
"TBC1D3K",1.52033409137008,-0.965636577663167,30.5366765045241,7.38855153552464e-06,3.30162997736188e-05
"MAL2",-1.16079781951463,-0.351169547815093,30.2759620326024,7.77084844349162e-06,3.45077440596134e-05
"OSGIN1",1.22325069094972,-0.238936772685587,30.2282768707315,7.85893251128516e-06,3.48746942716461e-05
"ERICH3",-3.25061328923994,-2.87982003766655,26.8621385266226,8.65581203863169e-06,3.81551374754564e-05
"PRELP",-2.44440358954741,-2.21452321390028,28.7649733823482,8.93024290550496e-06,3.9276376879288e-05
"SLC39A4",-3.90990352754318,-3.31548010904332,28.4121240494777,9.13892493942868e-06,4.01188982534215e-05
"QPCT",-4.63161896738084,-3.24205165151437,30.0287316245395,9.15513621951284e-06,4.01808756300842e-05
"ACVR1C",-1.61494931546469,-1.46603646854897,29.5642153730008,9.43894817066458e-06,4.13414300780853e-05
"SCN7A",-1.25650138931721,-0.0614036714831031,29.3788442354588,9.67475537340618e-06,4.23356003882559e-05
"LINC01266",1.17514967702689,-0.355162822634294,29.367841320988,9.71224169151797e-06,4.2470593109811e-05
"CCN3",-1.92800578006806,-2.06792657753364,28.615118227904,1.10072326901948e-05,4.76558064848148e-05
"PRAME",2.77193932511638,-2.90774670495629,26.2267636527291,1.1479660635943e-05,4.95781879028567e-05
"SGCD",-3.22196381386088,-2.49613804153557,26.2099237330854,1.17159097585357e-05,5.05200943296743e-05
